rating_id,userId,rating,timestamp,movie_id
184,4,5.0,949919247,tt0155267
185,4,5.0,949949396,tt0275230
195,4,5.0,949919372,tt0137363
197,4,5.0,949895732,tt0102685
199,4,5.0,949919399,tt0443489
200,4,5.0,949896275,tt0434292
210,4,5.0,949895708,tt0134119
219,4,5.0,949811602,tt0490084
221,4,4.0,949811559,tt0465551
222,4,5.0,949919591,tt0398808
224,4,5.0,949919372,tt0309987
225,4,5.0,949949396,tt0275309
226,4,4.0,949811559,tt0444505
235,4,4.0,949810302,tt0084602
236,4,3.0,949920004,tt0450259
237,4,4.0,949918787,tt0089927
238,4,3.0,949918904,tt0313670
239,4,3.0,949810688,tt0051745
240,4,5.0,949896377,tt0097438
241,4,5.0,949810261,tt0094075
243,4,5.0,949895772,tt0072443
244,4,3.0,949811230,tt0421994
245,4,5.0,949919978,tt0040746
249,4,5.0,949919738,tt0418279
250,4,4.0,949810688,tt0326036
251,4,2.0,949895956,tt0388311
253,4,5.0,949810261,tt0289879
254,4,5.0,949918743,tt0489235
255,4,3.0,949949538,tt0384814
256,4,5.0,949811559,tt0119141
257,4,5.0,949896309,tt0023238
258,4,5.0,949811602,tt0068182
259,4,3.0,949895907,tt0437526
260,4,2.0,949918970,tt0348529
261,4,5.0,949896070,tt0105417
262,4,4.0,949919454,tt0880502
263,4,5.0,949778771,tt0209475
264,4,4.0,949811738,tt0120596
265,4,4.0,949896114,tt0113448
266,4,4.0,949982239,tt0116635
267,4,4.0,949896183,tt0139654
268,4,5.0,949810618,tt0219699
269,4,3.0,949896114,tt0113862
270,4,5.0,949918648,tt0114924
271,4,5.0,949949444,tt0007162
272,4,5.0,949919306,tt0458525
274,4,5.0,949949444,tt0165929
275,4,5.0,949896114,tt0113972
276,4,5.0,949949638,tt0109890
277,4,5.0,949896183,tt0286493
278,4,4.0,949920028,tt0058534
280,4,5.0,949896114,tt0272020
281,4,5.0,949949396,tt0100649
282,4,4.0,949896114,tt0163651
283,4,5.0,949919399,tt0120812
284,4,3.0,949896309,tt0281364
285,4,5.0,949918927,tt0173840
286,4,5.0,949918994,tt0093415
287,4,4.0,949919763,tt0109456
288,4,5.0,949896070,tt0271027
289,4,4.0,949982239,tt0240628
290,4,4.0,949896114,tt0115832
291,4,5.0,949811603,tt0203755
292,4,5.0,949896070,tt0060397
294,4,3.0,949896070,tt0085980
297,4,3.0,949896309,tt0100211
298,4,5.0,949895772,tt0385752
299,4,5.0,949919556,tt0159365
300,4,4.0,949918927,tt0110044
301,4,4.0,949811603,tt0081609
305,4,5.0,949982274,tt0499448
308,4,1.0,949895993,tt0098554
310,4,5.0,949810261,tt0097493
313,4,4.0,949896497,tt0115392
316,4,4.0,949778714,tt0118933
317,4,1.0,949896521,tt0252866
318,4,5.0,949919399,tt0110950
319,4,5.0,949811490,tt0407658
335,4,3.0,949896543,tt0011130
336,4,5.0,949949444,tt0072431
338,4,5.0,949919419,tt0403358
339,4,5.0,949919656,tt0015624
341,4,4.0,949896275,tt0099819
342,4,4.0,949811603,tt0061683
346,4,4.0,949811523,tt0062159
352,5,4.0,1163374957,tt0092149
354,5,4.0,1163374639,tt0130827
355,5,4.0,1163374242,tt0246578
356,5,4.0,1163374404,tt0083511
357,5,3.5,1163373762,tt0365737
358,5,4.5,1163373208,tt0320691
359,5,3.5,1163373636,tt0135790
361,5,4.0,1163373752,tt0103776
363,5,4.0,1163373610,tt0087800
364,5,4.0,1163374477,tt0758730
365,5,4.5,1163373718,tt0105236
366,5,4.0,1163374392,tt0120885
367,5,3.5,1163373551,tt0384537
368,5,4.0,1163374190,tt0056592
369,5,5.0,1163373711,tt0120338
370,5,3.5,1163374993,tt0107614
371,5,2.5,1163373651,tt0108160
372,5,3.5,1163373135,tt0061512
373,5,4.0,1163374286,tt0275230
378,5,4.0,1163374582,tt0343737
380,5,5.0,1163373044,tt0097438
381,5,3.5,1163374165,tt0432325
382,5,4.5,1163374608,tt0067128
383,5,3.5,1163374562,tt0421994
384,5,4.0,1163374214,tt0058379
385,5,4.0,1163373744,tt0069095
386,5,4.0,1163374601,tt0361596
388,5,4.5,1163373726,tt0105665
389,5,4.0,1163373675,tt0489235
390,5,4.0,1163374324,tt0119141
391,5,3.5,1163374593,tt0338512
392,5,1.5,1163373188,tt0317648
395,5,4.0,1163373251,tt0261392
396,5,3.5,1163374184,tt0490204
398,5,3.5,1163374290,tt0372183
400,5,4.5,1163373293,tt0949564
402,5,3.5,1163373743,tt0029811
403,5,3.5,1163374947,tt0252866
406,5,3.5,1163374263,tt0049730
407,5,3.5,1163374408,tt0266308
415,5,4.5,1163375145,tt0057426
421,5,4.5,1163373616,tt0118749
428,5,3.0,1163373688,tt0476681
429,5,4.0,1163374533,tt0342771
431,5,4.0,1163374572,tt0120747
437,5,4.0,1163374381,tt0159797
441,5,4.5,1163374340,tt0086355
443,5,3.5,1163374177,tt0037793
444,5,5.0,1163374211,tt0064253
448,5,4.5,1163374283,tt1144539
449,5,4.0,1163374144,tt0436629
450,5,4.0,1163374167,tt0402406
451,5,4.5,1163374357,tt0049363
452,6,4.0,1109258212,tt0086250
453,6,2.0,1108134263,tt0119472
454,6,2.0,1109258228,tt0046672
455,6,5.0,1108134539,tt0105265
456,6,4.0,1108134269,tt0032551
457,6,4.0,1108134299,tt0061512
459,6,4.5,1108134284,tt0259324
460,6,4.5,1109258196,tt0465551
462,6,4.5,1108134339,tt0444505
463,6,2.0,1109258181,tt0103882
464,6,2.0,1109258179,tt0120179
465,6,2.0,1109258281,tt0067065
468,6,3.0,1108134344,tt0112883
469,6,3.0,1108134289,tt0498399
470,6,4.0,1109258270,tt0107076
471,6,4.0,1109258285,tt0112763
473,6,3.5,1108134291,tt0372183
474,6,3.0,1109258245,tt0102368
477,6,2.0,1108134271,tt0120789
478,6,4.0,1108134274,tt0949770
480,6,4.5,1108134545,tt0028231
481,6,3.0,1109258199,tt0222718
482,6,1.0,1108134337,tt0061590
483,6,4.0,1109258183,tt0049730
486,6,1.5,1109258217,tt0494716
487,6,1.5,1109258226,tt0119577
489,6,3.0,1108134534,tt0209077
492,6,3.5,1108134526,tt1031243
495,6,4.5,1108134521,tt0119738
498,7,3.0,851867289,tt0060371
502,7,3.0,851866744,tt0130827
503,7,5.0,851868188,tt0111495
504,7,4.0,851866720,tt0243862
505,7,4.0,851866704,tt0246578
507,7,2.0,851868704,tt0035446
508,7,3.0,851868705,tt0097165
509,7,5.0,851869062,tt0026029
510,7,3.0,851868188,tt0372784
511,7,2.0,851869161,tt0304126
512,7,5.0,851868187,tt0120753
513,7,3.0,851868524,tt0107290
514,7,3.0,851867345,tt0303785
515,7,3.0,851867621,tt0120663
519,7,3.0,851868020,tt0103776
521,7,3.0,851869291,tt0087800
522,7,4.0,851869291,tt0095953
523,7,4.0,851869161,tt0265343
524,7,3.0,851867669,tt0105236
525,7,4.0,851868246,tt0438488
526,7,3.0,851867688,tt0054215
527,7,4.0,851869035,tt0048347
528,7,4.0,851868019,tt0069113
529,7,4.0,851868044,tt0384537
531,7,4.0,851868186,tt0274558
532,7,3.0,851868863,tt0071360
533,7,4.0,851868020,tt0362227
534,7,3.0,851868044,tt0056592
536,7,4.0,851866806,tt0241527
537,7,3.0,851866744,tt0093428
542,7,5.0,851868020,tt0167404
543,7,3.0,851866703,tt0019254
544,7,2.0,851866744,tt0181875
545,7,4.0,851868289,tt0363547
547,7,3.0,851866744,tt0137363
551,7,3.0,851867553,tt0443489
567,7,3.0,851867436,tt0309987
575,7,3.0,851869160,tt0084602
576,7,3.0,851869102,tt0450259
577,7,2.0,851869230,tt0251052
578,7,4.0,851869035,tt0089927
579,7,3.0,851869140,tt0100507
580,7,3.0,851869062,tt0313670
581,7,3.0,851867688,tt0086022
582,7,5.0,851866978,tt0015881
583,7,1.0,851869140,tt0112760
588,8,4.0,1154473268,tt0111495
589,8,3.5,1154464829,tt0026029
591,8,4.0,1154465380,tt0181852
592,8,5.0,1154464714,tt0120753
594,8,4.5,1154400475,tt0048624
596,8,2.0,1154400357,tt0112641
597,8,5.0,1154400170,tt0110729
598,8,5.0,1154389386,tt0019702
600,8,4.5,1154464833,tt0069293
601,8,4.0,1154400284,tt0110148
602,8,3.5,1154389432,tt0063522
603,8,5.0,1154400181,tt0108160
611,8,4.0,1154464811,tt0465551
612,8,3.0,1154465230,tt0398808
616,8,0.5,1154474527,tt0103882
617,8,4.0,1154465285,tt0094075
618,8,3.0,1154400324,tt0432325
620,8,3.0,1154389408,tt0098067
626,8,5.0,1154400458,tt0361596
628,8,5.0,1154473322,tt0489235
629,8,4.0,1154473259,tt0098258
630,8,3.0,1154389460,tt0272020
631,8,3.0,1154465222,tt0072791
633,8,4.5,1154400414,tt0099073
634,8,4.0,1154464850,tt0472126
638,8,5.0,1154464889,tt0372183
641,8,4.5,1154464717,tt0029811
642,8,2.5,1154389541,tt0252866
643,8,4.5,1154465558,tt0407658
646,8,3.0,1154400360,tt0344510
649,8,4.0,1154464901,tt0762114
651,8,5.0,1154400441,tt0024703
655,8,4.5,1154464873,tt0094721
657,8,4.5,1154465279,tt0058203
658,8,5.0,1154464905,tt0212235
661,8,3.5,1154464808,tt0037515
662,8,3.5,1154400398,tt0396746
664,8,4.0,1154465373,tt0240913
665,8,3.5,1154464819,tt0062626
666,8,3.5,1154389449,tt0118749
667,8,5.0,1154400236,tt0061450
687,8,4.0,1154465499,tt0108525
688,8,3.0,1154465548,tt0119738
690,8,4.5,1154473310,tt0064253
695,8,3.5,1154473264,tt1144539
698,8,3.0,1154473014,tt0027345
699,8,3.0,1154473017,tt0080863
701,9,4.0,938628337,tt0411267
702,9,3.0,938628655,tt0352994
705,9,4.0,938628966,tt0120753
706,9,4.0,938628777,tt0120689
708,9,5.0,938628843,tt0110729
709,9,5.0,938628337,tt0438488
710,9,4.0,938628843,tt0069293
711,9,5.0,938628843,tt0120912
713,9,5.0,938629250,tt0051808
716,9,4.0,938628450,tt0103882
717,9,3.0,938628655,tt0102757
718,9,2.0,938628777,tt0103074
719,9,4.0,938629341,tt0332379
720,9,4.0,938629054,tt0056142
721,9,5.0,938628690,tt0058379
723,9,3.0,938629470,tt0069095
725,9,4.0,938629341,tt0098258
726,9,4.0,938629522,tt0103239
727,9,4.0,938629747,tt0271027
729,9,3.0,938629053,tt0385752
732,9,4.0,938629341,tt0099871
733,9,2.0,938629250,tt0261392
734,9,4.0,938628843,tt0099073
739,9,4.0,938628966,tt0258463
740,9,2.0,938629341,tt0371246
743,9,4.0,938627748,tt0029811
746,10,4.0,942766793,tt0079945
747,10,4.0,942766515,tt0120753
748,10,3.0,942766603,tt0135790
749,10,4.0,942766603,tt0120663
750,10,3.0,942767328,tt0071360
753,10,3.0,942766420,tt0102685
755,10,4.0,942767328,tt0434292
764,10,5.0,942766420,tt0103882
767,10,3.0,942766845,tt0108308
768,10,5.0,942767029,tt0326429
769,10,3.0,942766679,tt0450278
771,10,5.0,942766472,tt0058458
772,10,2.0,942766845,tt0422720
773,10,5.0,942766515,tt0105665
774,10,3.0,942766472,tt0088847
778,10,4.0,942766845,tt0371246
783,10,4.0,942766029,tt0344510
785,10,4.0,942765978,tt0222718
786,10,2.0,942766213,tt0101272
787,10,5.0,942767121,tt0072281
790,10,4.0,942767571,tt0022835
792,11,1.0,1391656827,tt0405159
794,11,3.0,1391657297,tt0100403
795,11,5.0,1391658423,tt0181852
796,11,4.5,1391658505,tt0046487
798,11,5.0,1391658556,tt0077402
801,11,5.0,1391658667,tt0112760
802,11,3.0,1391657062,tt0388311
803,11,3.5,1391657376,tt0120070
805,11,3.0,1391658583,tt0029811
809,11,5.0,1391658574,tt0021739
823,11,4.0,1391658270,tt0107962
826,11,4.0,1391657610,tt2231251
829,12,3.0,968045587,tt0070328
832,12,2.0,968045353,tt0120912
833,12,1.0,968045732,tt0304141
845,12,1.0,968045475,tt0089927
846,12,4.0,968045475,tt0094075
847,12,2.0,968045438,tt0120179
848,12,3.0,968045529,tt0079753
849,12,2.0,955407153,tt0107151
850,12,2.0,968045475,tt0490204
851,12,4.0,968045680,tt0117909
853,12,2.0,968045764,tt0162661
854,12,4.0,968045407,tt0762114
855,12,2.0,968045732,tt0060440
857,12,3.0,968045649,tt0266308
858,12,2.0,968045354,tt0115641
865,12,2.0,968045619,tt0058888
882,12,5.0,968045015,tt0452971
892,13,4.0,1331380038,tt0111495
893,13,4.0,1331379348,tt0320691
894,13,3.5,1331380895,tt0181852
895,13,4.5,1331380029,tt0120753
898,13,3.0,1331380025,tt0265343
899,13,3.5,1331379485,tt0112641
900,13,4.0,1331380901,tt0110729
901,13,4.0,1331379483,tt0108598
902,13,3.0,1331380851,tt0319061
903,13,4.0,1331380062,tt0274558
904,13,4.0,1331379366,tt0032553
905,13,3.5,1331380871,tt0275230
907,13,4.0,1331380814,tt0465551
908,13,2.5,1331380845,tt0398808
909,13,3.0,1331379386,tt0388311
910,13,4.0,1331380745,tt0489235
911,13,4.0,1331380741,tt0490204
914,13,4.0,1331379470,tt0028231
915,13,3.0,1331380765,tt0029811
919,13,3.0,1331380738,tt0049730
922,13,3.5,1331379599,tt0379593
929,13,3.5,1331380834,tt0037515
930,13,4.5,1331380883,tt0062626
936,13,4.5,1331380873,tt1865335
943,14,1.0,976243997,tt0362227
945,14,3.0,976243912,tt0069095
946,14,3.0,976244179,tt0103617
947,14,2.0,976244179,tt0490204
954,14,2.0,976244287,tt0082053
955,14,4.0,976244591,tt0049730
957,14,5.0,976244313,tt0072684
964,15,2.0,1134521380,tt0094675
965,15,4.5,1093070098,tt0113101
966,15,4.0,1040205753,tt0107286
968,15,2.5,1093028381,tt0076759
969,15,2.5,1166586286,tt0169547
970,15,3.5,1093070150,tt0168629
971,15,3.0,997939404,tt0411267
972,15,1.0,1093028409,tt0017136
973,15,4.5,1058249528,tt0060371
974,15,2.5,1093070415,tt0325980
975,15,3.0,1033345172,tt0418763
984,15,2.0,1093028336,tt0062622
985,15,0.5,1093070467,tt0405159
986,15,5.0,1044220302,tt0430357
988,15,1.5,1093028331,tt0120591
989,15,4.0,1134522072,tt0110413
990,15,1.0,1093070113,tt0130827
991,15,2.0,1166586594,tt0208092
992,15,3.0,1040205792,tt0111495
993,15,5.0,997938500,tt0086250
994,15,2.5,1093070156,tt0243862
995,15,4.0,997938358,tt0077869
997,15,3.5,1134521543,tt0115751
998,15,5.0,1075142933,tt0094625
999,15,3.0,997939380,tt0083511
1000,15,1.0,1128274517,tt0335266
1001,15,2.0,1052896975,tt0088170
1002,15,0.5,1093028411,tt0000012
1003,15,3.0,1093028319,tt0240772
1004,15,4.0,997938676,tt0099487
1005,15,2.0,1166586021,tt0349903
1006,15,4.0,997938413,tt0054698
1007,15,3.0,1093028183,tt0096874
1008,15,2.5,1166586376,tt0289043
1009,15,1.0,1093070329,tt0098382
1010,15,4.0,1166587180,tt0095250
1011,15,4.0,1046209579,tt0387564
1012,15,3.0,1166586276,tt0181689
1013,15,2.0,1052896916,tt0066921
1014,15,1.0,1193435347,tt0111280
1015,15,2.0,1093070170,tt0099088
1016,15,1.5,1134521967,tt0035446
1018,15,2.0,1033345241,tt0489270
1019,15,4.5,1054449903,tt0432348
1020,15,1.0,1349622582,tt0071141
1021,15,4.0,997939415,tt0032976
1022,15,1.0,1134521432,tt0082222
1024,15,3.5,1093028308,tt0365737
1025,15,4.0,1033345227,tt0086216
1026,15,4.0,1033344772,tt0080117
1027,15,4.0,997939415,tt0092005
1028,15,3.5,1166586251,tt0289635
1029,15,5.0,997938656,tt0363226
1030,15,2.0,997938567,tt0049406
1031,15,2.0,1093070318,tt0067992
1032,15,2.0,1093028328,tt0070328
1033,15,5.0,997938437,tt0026029
1034,15,1.0,1058250479,tt0082661
1035,15,2.0,1093028372,tt0044706
1036,15,1.0,1093028298,tt0425598
1037,15,5.0,997938567,tt0105265
1038,15,5.0,997938771,tt0181852
1039,15,4.0,1054449869,tt0354899
1040,15,5.0,997938737,tt0109254
1041,15,4.0,997938894,tt0038890
1042,15,4.0,1052897100,tt0412019
1043,15,3.0,1052896866,tt0304126
1044,15,1.0,1093028399,tt0464029
1045,15,2.0,997938727,tt0120753
1046,15,2.5,1120209787,tt0327056
1047,15,1.5,1093028255,tt0107290
1048,15,2.0,997938391,tt0064116
1049,15,2.5,1122576622,tt0102536
1050,15,3.0,1058250589,tt0420206
1051,15,2.0,1093028220,tt0135790
1052,15,3.0,997939193,tt0428430
1057,15,4.0,997939065,tt0103776
1063,15,4.0,1033344267,tt0087800
1064,15,4.0,997939179,tt0095953
1066,15,1.0,1465955324,tt0060196
1067,15,4.0,1132469126,tt0123755
1068,15,3.0,1093028320,tt0475317
1069,15,1.0,1093070102,tt0319262
1070,15,2.5,1058250627,tt0758730
1071,15,4.0,997938322,tt0219822
1072,15,1.0,1193435522,tt0314524
1073,15,3.0,1093028323,tt0117509
1074,15,5.0,997938567,tt0048624
1075,15,2.5,1134521456,tt0067309
1076,15,3.0,1166586067,tt0129774
1078,15,3.0,997939193,tt0265343
1079,15,3.0,1166586748,tt0461894
1080,15,1.0,997938905,tt0100935
1082,15,4.0,1093028414,tt0070679
1083,15,3.0,1035258747,tt0105236
1084,15,1.5,1093028394,tt0314331
1085,15,2.0,1093028389,tt0125439
1087,15,2.5,1166586387,tt0112641
1088,15,4.0,997937239,tt0110729
1089,15,3.0,1033345148,tt0085549
1090,15,2.0,1093028325,tt0054215
1091,15,1.5,1240203835,tt0367631
1092,15,5.0,997938438,tt0048347
1093,15,3.0,1093070381,tt0019702
1094,15,5.0,997938676,tt0115632
1095,15,2.0,997939055,tt0069113
1098,15,3.0,1166586512,tt0095016
1099,15,3.0,1141391972,tt0049470
1100,15,2.0,1093028377,tt0120885
1101,15,1.0,1093028322,tt0319061
1102,15,0.5,1093028161,tt0384537
1104,15,3.0,1093028142,tt0274558
1105,15,4.0,997939162,tt0071360
1106,15,5.0,997938500,tt0069293
1107,15,2.5,1245021392,tt0362227
1108,15,2.5,1093028267,tt0120338
1109,15,5.0,997938500,tt0120912
1111,15,2.5,1093070326,tt0110148
1112,15,1.5,1134521628,tt0385700
1113,15,4.0,1093028231,tt0038348
1114,15,2.0,1035258608,tt0890870
1115,15,3.0,997939348,tt0052618
1116,15,3.0,1052896916,tt0330373
1117,15,2.0,1052896867,tt0110912
1118,15,3.0,1093028406,tt0093428
1123,15,3.0,997938288,tt0167404
1125,15,4.0,997938438,tt0055205
1126,15,2.0,1093070454,tt0071853
1127,15,4.0,1054450167,tt0046487
1128,15,2.5,1093028151,tt0019254
1129,15,2.5,1093070207,tt0116790
1131,15,0.5,1093028395,tt0181875
1132,15,1.5,1134521382,tt0107614
1133,15,3.0,1136904835,tt0161935
1134,15,5.0,997938391,tt0042804
1135,15,1.0,1128274713,tt0056193
1136,15,4.5,1054450008,tt0048434
1137,15,3.5,1134522085,tt0046250
1138,15,1.0,1166586002,tt0022100
1139,15,2.0,1166586995,tt0057654
1140,15,4.0,1035258747,tt0037558
1141,15,5.0,997938703,tt0108160
1142,15,4.0,997938567,tt0308644
1143,15,5.0,1058250570,tt0009968
1144,15,5.0,997938346,tt0061512
1147,15,4.0,997939604,tt0037059
1148,15,2.5,1122576681,tt0038355
1149,15,4.0,1058250459,tt0032234
1150,15,5.0,997938140,tt0063688
1151,15,4.0,1416119525,tt0155267
1152,15,1.5,1058250501,tt0032553
1153,15,1.0,1128274460,tt0062765
1154,15,3.0,997938737,tt0275230
1155,15,3.5,1093070090,tt0317219
1156,15,1.0,1040205624,tt0112817
1157,15,5.0,997938727,tt0077402
1158,15,5.0,997938358,tt0363547
1159,15,3.0,1044219825,tt0177789
1160,15,1.0,1058250466,tt0069995
1161,15,3.0,997938800,tt0351283
1162,15,4.0,997939453,tt0067800
1168,15,1.5,1166586136,tt0051808
1170,15,3.0,997938603,tt0137363
1173,15,2.0,1122576683,tt0298228
1174,15,4.0,997938528,tt0102685
1175,15,2.5,1193436089,tt0041959
1176,15,2.0,1166586415,tt0051378
1183,15,4.0,997939162,tt0434292
1212,15,3.0,997938749,tt0134119
1231,15,5.0,997938151,tt0764639
1232,15,1.0,1093070174,tt0479143
1233,15,5.0,997938171,tt0343737
1234,15,3.0,997938509,tt0367959
1235,15,3.0,997938500,tt0427969
1236,15,4.0,997938760,tt0259324
1237,15,3.0,997938749,tt0498380
1238,15,5.0,997938346,tt0441774
1239,15,3.5,1345398347,tt0485241
1241,15,3.0,997938917,tt0465551
1242,15,3.0,997938981,tt0447249
1243,15,1.5,1134521651,tt0420223
1246,15,4.0,997938171,tt0398808
1247,15,4.0,997939360,tt0421073
1248,15,5.0,997938500,tt0396555
1250,15,3.5,1054450246,tt0448134
1252,15,3.0,997938941,tt0423866
1253,15,1.0,1063565335,tt0118689
1254,15,3.0,1416120074,tt0120868
1255,15,3.0,1345397986,tt0257231
1273,15,1.0,997938500,tt0103882
1274,15,3.5,1361078494,tt0079802
1275,15,3.0,1093070198,tt0095956
1276,15,3.0,1093070479,tt0051745
1277,15,2.5,1166586012,tt0097438
1279,15,4.0,1040205754,tt0094075
1280,15,0.5,1093070145,tt0245574
1281,15,3.5,1058250612,tt0432325
1282,15,4.0,997939021,tt0086022
1283,15,4.0,1055439459,tt0072443
1284,15,3.0,1052897043,tt0015881
1285,15,5.0,997938219,tt0450188
1290,15,1.5,1338699256,tt0106579
1291,15,3.0,1193435343,tt0101420
1292,15,3.0,997938358,tt0114704
1293,15,3.0,1093070397,tt0067128
1301,15,1.0,1093070319,tt0421994
1302,15,4.0,997938322,tt0318761
1303,15,1.5,1134521507,tt0098067
1304,15,2.5,1166587010,tt0064068
1305,15,1.5,1166586212,tt0463854
1307,15,4.0,997938476,tt0099423
1308,15,4.0,997939179,tt0040746
1309,15,4.0,1052896685,tt0332379
1310,15,2.0,1093028013,tt0337631
1311,15,2.0,1134521585,tt0212338
1312,15,1.0,1093070221,tt0114917
1313,15,3.0,1040205754,tt0119114
1314,15,3.0,997939193,tt0293124
1315,15,3.0,1166587214,tt0427219
1318,15,4.0,1033345134,tt0399201
1319,15,4.0,1054449877,tt0120179
1320,15,1.5,1166586517,tt0108473
1321,15,3.0,997938413,tt0117913
1322,15,2.0,997938647,tt0101452
1323,15,3.0,1052896685,tt0318462
1325,15,3.0,1033345299,tt0053729
1326,15,4.0,1052896916,tt0063811
1327,15,3.0,1166586583,tt0056142
1328,15,2.0,997939424,tt0058379
1329,15,4.5,1465880892,tt0107426
1330,15,1.0,1134521603,tt0450278
1331,15,3.0,997938879,tt0089885
1333,15,4.0,1166586533,tt0405676
1334,15,4.0,997938931,tt0058458
1335,15,1.5,1093028339,tt0069095
1336,15,3.5,1134521534,tt0238112
1337,15,1.0,1033344286,tt0865556
1338,15,3.5,1054449676,tt0079753
1339,15,0.5,1166981862,tt0859163
1345,15,2.0,1134521514,tt0361596
1346,15,1.0,1166586707,tt0098213
1348,15,3.0,1458506454,tt0338466
1350,15,1.5,1093028022,tt0363589
1351,15,2.5,1166587162,tt0045296
1352,15,2.5,1465881179,tt0088915
1354,15,2.0,1166586439,tt0156841
1355,15,3.5,1058250734,tt0037101
1356,15,2.0,1469330727,tt0337961
1357,15,4.0,1052897012,tt0841044
1358,15,5.0,997938834,tt0031725
1362,15,1.5,1166586478,tt0042727
1363,15,4.0,1052897043,tt0104797
1365,15,2.5,1469330584,tt0121766
1367,15,3.5,1075142949,tt0397535
1368,15,2.0,1052896819,tt0112883
1369,15,5.0,1033345241,tt0810868
